,Soil volumetric water content:,Soil el. conductivity:,Soil Oxygen:,PAR:,Shortwave irradiance:,Mean solar irradiance:,Precipitation since last meas.:,Lightnings since last measurement:,Gust wind speed:,Wind direction (rel. to N):,Average air temp.:,Vapour pressure:,Atmospheric pressure:,Vapour pressure deficit:,Rel. air humidity:,Station X axis orientation:,Leaf humidity:,Soil pH:,Soil humidity NPK:,Soil temp. NPK:,Soil el. conductivity NPK:,Soil Potassium:,Location(lat long alt):,Soil temp. 10cm:,Soil temp 50cm:,Soil temp 80cm:,Surface temp. object:,Air temp.:,Air humidity:,CO2 in air:,Light intensity:,Soil humidity1:,Soil humidity2:,Raindrops2:,Raindrops3:,Spectr. Violet:,Spectr. Blue:,Spectr. Green:,Spectr. Orange:,Spectr. Red:
295,0.089,5.8335,22.43825,0.545666667,0.248833333,0.0,0.1615,0.0,1.583333333,240.7,19.4,1.9775,100.3566667,0.273,88.4668,-0.45,46.7568,6.764666667,0.0,19.96666667,1.177666667,1.889,44.176,25.7002,24.75,24.5,19.04,20.30433333,87.003,0.0,4.0,0.0,55.5,74.0,56.66666667,65535.0,58543.0,65535.0,65535.0,47435.8
296,0.089,5.333333333,22.55125,0.0256,0.0,0.0,0.0,0.0,1.1575,306.6333333,19.2,1.95,100.3733333,0.229,89.2695,-0.566666667,48.3785,6.756666667,0.0,19.25,1.1,1.444333333,44.176,25.75,24.719,24.521,18.31,19.221,93.02366667,0.0,2.0,0.0,54.66666667,42.75,43.0,65535.0,56935.5,65535.0,65535.0,46434.0
297,0.089,5.444333333,22.6615,0.007333333,0.0,0.0,0.0,0.0,1.48,236.925,18.5,1.94,100.43,0.1928,91.52733333,-0.35,44.7295,6.7548,0.0,18.42,1.1165,1.4668,44.176,25.75,24.75,24.563,17.86,18.517,95.773,0.0,2.0,0.0,54.25,22.0,34.8,65535.0,56293.5,65535.0,65535.0,45674.5
298,0.089,5.333,22.7436,0.0142,0.0,0.0,0.0,0.0,1.428,234.92,18.125,1.886666667,100.4275,0.171,92.1955,-0.54,41.081,6.75,0.0,17.56,1.10825,1.0,44.176,25.719,24.75,24.6126,17.55,18.01266667,97.428,0.0,2.0,0.0,55.0,22.33333333,76.16666667,65535.0,55047.0,65535.0,65535.0,44580.5
299,0.089,5.5835,22.82866667,0.0,0.0,0.0,0.0,0.0,0.718,311.54,16.86666667,1.815,100.4866667,0.1135,93.806,-0.5,39.189,6.753333333,0.0,16.76,1.1,1.0,44.176,25.646,24.75,24.625,16.93,17.28025,97.788,0.0,2.0,0.0,55.0,22.33333333,76.5,65535.0,54302.5,65535.0,65535.0,43869.5
300,0.089,5.0,22.87875,0.0,0.000166667,0.0,0.0,0.0,0.9175,264.5333333,16.65,1.7875,100.485,0.0936,94.9905,-0.466666667,43.60366667,6.756666667,0.0,16.15,1.1,1.08325,44.176,25.5626,24.7815,24.688,15.906,16.235,98.69516667,0.0,2.0,0.0,55.0,22.66666667,75.66666667,65535.0,53737.2,65535.0,65535.0,43641.8
301,0.089,5.0835,22.91633333,0.0,0.0,0.0,0.0,0.0,0.591666667,274.05,15.925,1.741666667,100.4833333,0.0804,96.21975,-0.466666667,45.135,6.7625,0.0,15.625,1.1,1.0,44.176,25.44816667,24.79725,24.688,15.63,16.0236,99.6776,0.0,2.0,0.0,54.6,25.0,77.0,65535.0,52991.83333,65535.0,65535.0,42896.4
302,0.089,4.889,22.96675,0.0,0.0,0.0,0.0,0.0,0.82,272.0,15.96666667,1.725,100.5025,0.09125,95.2095,-0.42,46.554,6.7774,0.0,15.05,1.1,1.0,44.176,25.32316667,24.813,24.688,14.93,15.39625,100.15325,0.0,2.0,0.0,55.0,26.4,49.33333333,65535.0,52543.4,65535.0,65535.0,42580.2
303,0.089,4.666666667,23.00925,0.0016,0.0,0.0,0.0,0.0,0.7175,160.125,15.4,1.684,100.502,0.081,95.9852,-0.483333333,46.35125,6.78,0.0,14.725,1.1,1.0,44.176,25.1752,24.813,24.688,14.755,15.118,100.5228,0.0,2.0,0.0,55.33333333,27.4,92.66666667,65535.0,51963.5,65535.0,65535.0,41943.4
304,0.089,4.66675,23.03175,0.006,0.147666667,0.0,0.0,0.0,0.8675,271.9,15.25,1.668333333,100.49,0.06,96.3886,-0.466666667,45.94566667,6.7875,0.0,14.38333333,1.1,1.0,44.176,25.0315,24.813,24.625,14.445,14.8495,100.7635,0.0,2.0,0.4,56.0,28.0,94.5,65535.0,51686.0,65535.0,65535.0,41754.0
305,0.089,4.75,23.055,88.37933333,30.4236,27.8,0.0,0.0,0.51,217.6,15.275,1.674,100.492,0.061,96.9786,-0.5,45.946,6.776666667,0.0,14.38,1.1,1.0,44.176,24.896,24.813,24.594,14.31666667,14.573,101.332,0.0,63.0,0.0,55.33333333,29.16666667,73.66666667,65535.0,51365.66667,65535.0,65535.0,41370.75
306,0.089,4.58325,23.06433333,204.3636667,172.426,167.0,0.0,0.0,0.73,164.2666667,17.225,1.8375,100.485,0.009,99.56016667,-0.575,40.162,6.71325,0.0,15.825,1.2,2.0,44.176,24.7378,24.813,24.563,14.574,14.6635,101.359,0.0,2032.0,0.0,55.0,30.0,23.0,65535.0,51327.33333,65535.0,65535.0,41348.6
307,0.089,4.91675,23.03475,294.1426667,348.27,344.0,0.0,0.0,1.21,215.5,19.43333333,2.152,100.47,0.18225,92.6568,-0.6,13.51325,6.685,0.0,20.85,1.288833333,2.0,44.176,24.56275,24.813,24.5126,18.05,17.5602,99.6208,0.0,0.0,0.4,54.0,11.2,0.0,65535.0,52781.0,65535.0,65535.0,42463.5
308,0.089,5.0,22.985,1070.2575,492.1645,529.3333333,0.0,0.0,2.412,215.9,25.0,2.272,100.46,0.64,78.5638,-0.7,1.4865,6.718,0.0,23.06666667,1.4,2.0,44.176,24.469,24.76575,24.438,20.41,21.78466667,88.57975,0.0,0.0,0.0,55.0,0.0,47.4,65535.0,54438.5,65535.0,65535.0,43179.0
309,0.089,5.1665,22.88025,1524.053333,640.2905,665.0,0.0,0.0,2.672,224.2333333,27.3,2.275,100.46,1.1974,65.3965,-0.6,1.2835,6.7435,0.0,27.63333333,1.45,2.0,44.176,24.3004,24.75,24.375,23.37,25.441,73.92866667,0.0,0.0,0.0,54.4,45.6,42.33333333,65535.0,55266.6,65535.0,65535.0,43958.0
310,0.089,5.1665,22.6855,1746.085,726.6705,800.6,0.0,0.0,3.32,217.26,28.78333333,2.195,100.456,1.758666667,55.0415,-0.66,1.081,6.7325,0.066666667,30.025,1.522333333,2.0,44.176,24.219,24.7345,24.313,26.462,28.423,60.3555,0.0,0.0,0.0,53.5,64.5,0.0,65535.0,56439.25,65535.0,65535.0,44574.4
311,0.08875,5.25,22.5802,1607.101,779.8453333,835.75,0.0,0.0,4.81,224.68,30.525,2.133333333,100.4266667,2.2194,49.3405,-0.6,1.081,6.7,0.0,27.56666667,1.5,2.0,44.176,24.1565,24.688,24.23966667,28.67,30.61,50.619,0.0,0.0,0.0,53.66666667,61.5,0.0,65535.0,56973.6,65535.0,65535.0,44758.0
312,0.089,5.1665,22.54533333,1592.578,493.7415,758.0,0.0,0.0,5.592,226.15,31.03333333,2.04,100.43,2.468,44.287,-0.675,1.261,6.7,0.0,27.35,1.4835,2.0,44.176,24.17225,24.67225,24.17225,30.41,31.988,45.666,0.0,0.0,0.0,55.0,0.0,0.0,65535.0,57839.33333,65535.0,65535.0,46014.33333
314,0.089,5.8335,21.909,1356.470167,558.1465,584.6666667,0.0,0.0,5.1725,235.04,33.0,1.834,100.4033333,3.1805,35.58425,-0.6,1.216,6.71925,5.578,35.625,1.5334,2.0,44.176,24.313,24.594,24.063,33.378,35.31066667,35.832,0.0,11995.33333,0.4,56.0,0.0,0.0,65535.0,60822.16667,65535.0,65535.0,47441.4
315,0.089,6.0,21.6374,1234.968,527.515,547.0,0.0,0.0,4.903333333,250.82,33.275,1.834,100.39,3.266,36.114,-0.6,1.135,6.746666667,6.455666667,37.38333333,1.5,2.0,44.176,24.3628,24.563,24.063,35.405,37.1964,29.107,0.0,10155.0,0.0,55.0,0.0,0.0,65535.0,64235.4,65535.0,65535.0,58767.8
316,0.089,7.333,21.5398,847.8235,79.469,377.1666667,0.0,0.0,4.806,208.05,33.025,1.938333333,100.385,3.0814,38.47883333,-0.7,1.243,6.77,1.355666667,33.91666667,1.4,2.0,44.176,24.516,24.5315,24.0,34.59,38.59525,27.7745,0.0,9325.25,0.0,55.0,0.0,0.0,65535.0,65535.0,65535.0,65535.0,65535.0
317,0.089,7.222,21.70766667,456.3056,67.50225,181.8,0.0,0.0,4.196,164.65,31.68,2.296666667,100.3733333,2.424666667,49.18966667,-0.666666667,1.351,6.763333333,0.0,30.71666667,1.25,2.0,44.176,24.78166667,24.5,24.0,33.255,36.5565,34.068,0.0,6850.8,0.0,55.0,0.0,0.0,65535.0,65535.0,65535.0,65535.0,65535.0
318,0.089,7.08325,21.85,107.9838,56.878,45.0,0.0,0.0,2.8525,147.1666667,31.075,2.094,100.39,2.324333333,48.2265,-0.65,1.4052,6.763333333,0.0,28.6,1.2,2.0,44.176,25.042,24.4876,24.04725,30.73666667,33.4542,45.457,0.0,2930.0,0.0,55.0,0.0,0.0,65535.0,60141.25,65535.0,65535.0,50594.83333
319,0.089,7.1665,21.998,3.16225,2.897333333,0.333333333,0.0,0.0,2.876666667,217.85,28.2,1.924,100.4466667,1.892,51.401,-0.566666667,1.441333333,6.7606,0.0,26.12,1.133333333,1.33325,44.176,25.297,24.438,24.063,29.20333333,30.78583333,48.0296,0.0,271.25,0.0,55.33333333,0.0,0.0,65535.0,57769.16667,65535.0,65535.0,45714.6
320,0.089,6.8335,22.183,0.3675,0.0,0.0,0.0,0.0,1.405,135.2833333,25.9,1.888,100.4933333,1.461,56.8065,-0.65,1.4865,6.7554,0.0,24.38,1.089,1.0,44.176,25.4376,24.469,24.1095,26.25666667,27.23066667,53.7354,0.0,1.0,0.2,55.0,0.0,0.0,65535.0,56492.75,65535.0,65535.0,44963.25
322,0.089,6.5,22.438,0.247,0.0005,0.0,0.0,0.0,0.986666667,175.625,24.25,1.9375,100.48,1.0895,63.85775,-0.6,1.622,6.75,0.0,22.4,1.0,1.0,44.176,25.625,24.4845,24.23966667,22.93666667,23.6905,66.41075,0.0,1.0,0.0,55.8,12.25,1.0,65535.0,56504.75,65535.0,65535.0,45300.0
323,0.089,6.5334,22.50833333,0.123666667,0.0,0.0,0.0,0.0,0.668,283.8,22.975,1.9075,100.505,0.89175,67.46475,-0.54,1.6895,6.7532,0.0,21.475,1.0,1.0,44.17596667,25.625,24.5,24.33366667,22.66,23.35866667,69.8268,0.0,1.0,0.0,55.4,14.0,2.166666667,65535.0,56394.0,65535.0,65535.0,45223.2
324,0.089,6.333333333,22.5692,0.117666667,0.0002,0.0,0.0,0.0,1.134,288.9,21.76,1.893333333,100.52,0.6675,72.504,-0.55,1.676,6.752,0.0,20.325,1.0,1.0,44.176,25.625,24.5,24.375,20.885,21.94033333,74.3318,0.0,1.0,0.0,55.2,27.33333333,2.5,65535.0,56403.33333,65535.0,65535.0,45406.0
325,0.089,6.0,22.62183333,0.0595,0.0,0.0,0.0,0.0,0.962,255.9333333,21.2,1.873333333,100.4883333,0.545,74.73866667,-0.566666667,1.892,6.754,0.0,19.6,1.0,1.0,44.176,25.5754,24.563,24.4128,19.97,20.6298,78.749,0.0,1.0,0.0,55.25,30.8,2.8,65535.0,56242.33333,65535.0,65535.0,45389.5
326,0.089,5.8,22.67733333,0.019666667,0.0,0.0,0.0,0.0,0.985,273.5333333,20.075,1.816666667,100.48,0.5,79.4,-0.5,1.892,6.755666667,0.0,19.0,1.0,1.0,44.176,25.5,24.563,24.438,19.49666667,19.71866667,81.65975,0.0,1.0,0.0,55.0,34.5,2.75,65535.0,56037.0,65535.0,65535.0,45235.75
329,0.089,5.33325,22.82633333,49.465,25.2018,6.0,0.0,0.0,1.215,276.54,19.26666667,1.805,100.5,0.429,81.193,-0.44,2.2975,6.755,0.0,17.35,1.0,1.0,44.176,25.2502,24.625,24.5,17.51,17.844,87.07425,0.0,60.0,0.0,55.33333333,40.25,0.666666667,65535.0,55390.75,65535.0,65535.0,44794.0
330,0.089,5.0,22.8935,186.236,178.2792,141.25,0.0,0.0,3.39,257.25,20.975,1.928,100.52,0.6124,75.08025,-0.55,1.8245,6.745666667,0.0,18.6,1.0,1.0,44.176,25.1252,24.625,24.5,17.31,18.351,88.1884,0.0,273.5,0.0,55.66666667,33.75,0.0,65535.0,55289.0,65535.0,65535.0,44622.0
331,0.089,5.111166667,22.887,216.7395,354.7148333,358.5,0.0,0.0,3.8975,248.3,23.55,2.033333333,100.52,0.917,68.1435,-0.575,1.4594,6.7406,0.0,23.12,1.033333333,1.0,44.176,25.021,24.6355,24.5,21.25,22.09066667,77.0234,0.0,0.0,0.4,55.0,11.0,0.0,65535.0,56960.25,65535.0,65535.0,45607.8
334,0.089,5.333,22.56325,1734.884,711.4605,799.6,0.0,0.0,5.5,270.9,30.8,2.034,100.52,2.282,46.4085,-0.65,1.081,6.75,0.92,32.075,1.2,2.0,44.17605,24.70866667,24.625,24.396,28.77,30.7488,47.452,0.0,0.0,0.0,54.6,0.0,0.0,65535.0,60102.16667,65535.0,65535.0,47484.0
335,0.089,5.25,22.4462,1840.9275,763.25925,853.0,0.0,0.0,5.378,277.7,31.46666667,1.966,100.5033333,2.576,42.47783333,-0.65,0.901,6.775,0.0,30.03333333,1.1734,1.5332,44.176,24.688,24.625,24.375,30.195,32.3335,41.672,0.0,0.0,0.0,55.0,0.0,0.0,65535.0,61164.25,65535.0,65535.0,48460.66667
336,0.089,5.5555,22.383,1833.81,753.95825,848.4,0.0,0.0,6.485,265.8,32.3,1.976666667,100.505,2.9082,40.4506,-0.725,1.081,6.7772,0.0,29.45,1.1,1.0,44.176,24.688,24.625,24.313,31.842,33.5856,37.548,0.0,0.0,0.0,54.75,0.0,0.0,65535.0,61441.4,65535.0,65535.0,48615.5
337,0.089,5.444333333,22.185,1721.7925,718.031,771.6,0.0,0.0,4.66,247.42,33.5,1.8675,100.485,3.217,36.6585,-0.7,1.135,6.775,5.3134,34.48,1.2,2.0,44.176,24.75,24.625,24.25,32.71666667,34.4916,34.9685,0.0,0.0,0.0,54.33333333,0.0,0.0,65535.0,61988.4,65535.0,65535.0,49075.5
338,0.089,5.7334,21.81375,1504.105,491.3543333,659.2,0.0,0.0,5.0425,260.15,33.68,1.874,100.45,3.30825,35.94433333,-0.633333333,1.081,6.79,8.6268,38.18333333,1.2,2.0,44.176,24.8626,24.594,24.25,34.33,36.615,30.227,0.0,4772.25,0.0,55.0,0.0,0.0,65535.0,63557.25,65535.0,65535.0,49637.33333
339,0.089,5.75,21.49,813.05,391.311,429.5,0.0,0.0,4.29,225.525,33.52,1.8825,100.47,3.0835,35.7015,-0.65,1.081,6.803333333,5.322166667,37.6134,1.133333333,1.388833333,44.176,24.97933333,24.563,24.25,36.678,39.08316667,27.39675,0.0,8984.0,0.0,55.0,0.0,0.0,65535.0,65004.4,65535.0,65535.0,62710.0
340,0.089,6.66675,21.537,659.00925,184.7794,170.5,0.0,0.0,6.38,160.5,31.075,2.01,100.495,2.486166667,44.514,-0.666666667,1.351,6.823333333,0.0,33.06,1.0,1.0,44.176,25.1878,24.563,24.25,33.21,37.40066667,31.62825,0.0,12292.0,0.0,55.2,0.0,0.0,65535.0,64379.5,65535.0,65535.0,56338.66667
341,0.089,6.555333333,21.7245,503.285,64.9786,115.3333333,0.0,0.0,3.705,158.175,29.725,1.874,100.4916667,2.317333333,45.18325,-0.633333333,1.2835,6.8125,0.0,30.36666667,0.96,1.0,44.176,25.4628,24.563,24.25,31.102,33.47,40.34125,0.0,7837.666667,0.0,55.0,0.0,0.0,65535.0,63539.75,65535.0,65535.0,52721.33333
342,0.089,6.8335,21.944,104.266,22.0294,17.0,0.0,0.0,2.953333333,168.4333333,28.84,1.845,100.514,2.296,46.8962,-0.56,1.351,6.81575,0.0,28.16,0.9,1.0,44.176,25.68766667,24.5504,24.29725,28.98333333,31.08775,41.6176,0.0,4103.0,0.0,54.75,0.0,0.0,65535.0,61500.2,65535.0,65535.0,48952.33333
343,0.089,6.222,22.06233333,2.7565,0.8792,1.0,0.0,0.0,2.528,191.95,27.0,1.856666667,100.55,1.721666667,51.37675,-0.675,1.351,6.8034,0.0,26.4,0.822333333,1.0,44.176,25.8754,24.563,24.3285,27.722,28.98025,43.149,0.0,120.0,0.0,55.0,0.0,0.0,65535.0,59415.0,65535.0,65535.0,47500.0
345,0.089,6.111,22.343,0.407666667,0.0,0.0,0.0,0.0,1.0725,236.92,25.8,1.936666667,100.604,1.361333333,59.0454,-0.65,1.55425,6.8,0.0,24.44,0.8,1.0,44.176,26.1252,24.563,24.469,25.07,25.82016667,59.027,0.0,1.0,0.0,55.2,0.0,0.0,65535.0,57915.4,65535.0,65535.0,46393.4
346,0.089,5.5835,22.409,0.2154,0.0005,0.0,0.0,0.0,0.78,226.62,23.925,1.922,100.6166667,1.1,64.36133333,-0.6,1.55425,6.8,0.0,23.4,0.8,1.0,44.176,26.1502,24.5878,24.5315,24.36,24.98533333,61.68083333,0.0,1.0,0.0,55.0,0.666666667,0.0,65535.0,57805.5,65535.0,65535.0,46348.0
347,0.089,5.777666667,22.47083333,0.202,0.0,0.0,0.0,0.0,1.22,257.2,23.85,1.928,100.6075,1.033,65.44625,-0.5,1.622,6.79,0.0,22.48333333,0.8,1.0,44.176,26.1565,24.625,24.6126,22.59,23.4786,67.133,0.0,1.0,0.0,55.0,6.6,0.0,65535.0,57765.0,65535.0,65535.0,46558.2
348,0.089,5.5,22.52325,0.092666667,0.0,0.0,0.0,0.0,1.11,301.5,23.4,1.913333333,100.62,0.8875,68.5994,-0.525,1.622,6.796,0.0,21.55,0.8,1.0,44.176,26.1376,24.688,24.67225,22.545,22.9825,69.5784,0.0,1.0,0.0,55.33333333,6.25,0.0,65535.0,57692.25,65535.0,65535.0,46519.83333
349,0.089,5.777666667,22.589,0.0885,0.0,0.0,0.0,0.0,0.97,300.6,21.575,1.9,100.614,0.6745,73.59475,-0.575,1.73,6.7895,0.0,20.6,0.8,1.0,44.176,26.08366667,24.688,24.72933333,21.26666667,21.91866667,72.8275,0.0,1.0,0.0,55.0,10.6,0.0,65535.0,57587.5,65535.0,65535.0,46550.5
350,0.089,5.6002,22.642,0.07075,0.00025,0.0,0.0,0.0,0.93,280.56,21.6,1.9575,100.6466667,0.59575,76.5794,-0.48,1.892,6.79,0.0,20.4,0.8,1.0,44.176,26.00025,24.7345,24.75,20.225,20.9145,77.329,0.0,1.0,0.0,55.0,15.4,0.0,65535.0,57472.6,65535.0,65535.0,46480.5
351,0.089,5.333333333,22.6674,0.1012,0.0,0.0,0.0,0.0,1.284,260.025,22.2,2.098,100.645,0.60125,78.03325,-0.52,1.892,6.7915,0.0,20.64,0.8,1.0,44.176,25.92733333,24.75,24.79725,20.72,21.0854,80.28933333,0.0,1.0,0.0,55.16666667,17.25,0.0,65535.0,57125.8,65535.0,65535.0,46217.2
352,0.089,4.83325,22.67116667,0.117,0.07625,0.0,0.0,0.0,1.09,285.125,22.03333333,2.126,100.64,0.499,81.712,-0.525,1.946,6.796666667,0.0,20.3,0.8,1.0,44.176,25.8502,24.813,24.813,21.53,21.74875,81.8075,0.0,1.166666667,0.0,55.0,17.0,0.75,65535.0,56665.8,65535.0,65535.0,45736.33333
353,0.089,5.2668,22.71325,34.0128,29.91633333,5.75,0.0,0.0,1.398,279.2666667,21.12,2.102,100.685,0.40025,83.858,-0.6,1.946,6.795,0.0,19.72,0.8,1.0,44.176,25.70866667,24.813,24.813,20.375,21.22875,85.7742,0.0,62.0,0.0,55.25,24.0,0.4,65535.0,56391.2,65535.0,65535.0,45517.0
356,0.089,4.999666667,22.692,1158.845,486.78725,513.6666667,0.0,0.0,2.805,319.325,26.8,2.2425,100.6866667,1.2545,63.6238,-0.6,1.351,6.79,0.0,27.8,0.833333333,1.0,44.17603333,25.5,24.8502,24.771,24.98333333,25.8262,66.4626,0.0,0.0,0.0,54.5,2.0,0.0,65535.0,58838.75,65535.0,65535.0,46988.0
647,0.0875,4.24975,22.273,1682.41,706.57225,801.5,0.0,0.0,4.464,63.1,31.73333333,1.73,101.13,2.9676,36.4265,-0.62,0.811,7.0,0.0,32.88,0.0,0.0,44.176,25.125,25.3004,25.0,31.31,33.40533333,35.826,0.0,0.0,0.0,59.0,0.0,0.0,65535.0,65535.0,65535.0,65535.0,61181.6
648,0.0875,4.2666,22.102,1672.0225,704.2145,789.3333333,0.0,0.0,4.918,80.68,32.25,1.645,101.125,3.2135,34.25,-0.54,1.0135,7.0,0.0,30.53333333,0.0,0.0,44.176,25.11466667,25.2878,24.938,32.515,34.2392,31.1135,0.0,0.0,0.0,59.0,0.0,0.0,65535.0,65535.0,65535.0,65535.0,61354.6
650,0.0875,4.3335,21.5706,1334.43,554.06875,628.25,0.0,0.0,5.72,84.32,31.83333333,1.788,101.06,2.9552,37.61366667,-0.6,1.081,7.0,6.9934,36.6,0.0,0.0,44.176,25.20866667,25.25,24.813,37.48,35.62775,30.352,0.0,4820.8,0.0,59.33333333,0.0,0.0,65535.0,65535.0,65535.0,65535.0,62161.25
652,0.0876,4.25,21.14033333,598.3512,272.1013333,287.0,0.0,0.0,4.98,93.16,30.5,1.76,100.995,2.616,40.6864,-0.75,1.081,7.0,0.0,32.33333333,0.0,0.0,44.176,25.469,25.188,24.813,41.354,37.3286,29.903,0.0,4130.2,0.0,59.75,0.0,0.0,65535.0,65535.0,65535.0,65535.0,65535.0
653,0.0874,4.1665,21.363,242.24975,56.8325,122.1666667,0.0,0.0,4.1375,92.925,29.2,1.872,100.9733333,2.2252,46.0494,-0.6,1.081,7.0,0.0,29.06,0.0,0.0,44.176,25.667,25.1754,24.813,33.65666667,35.791,35.5288,0.0,3840.0,0.0,59.8,0.0,0.0,65535.0,65535.0,65535.0,65535.0,65486.0
654,0.08725,3.91675,21.62,41.5998,10.4246,20.5,0.0,0.0,2.545,100.9833333,27.65,2.03,100.9866667,1.508333333,56.0414,-0.566666667,1.351,7.0,0.0,27.14,0.0,0.0,44.176,25.86466667,25.1754,24.813,29.03666667,29.6205,43.9906,0.0,1231.5,0.0,60.0,0.0,0.0,65535.0,65535.0,65535.0,65535.0,63168.75
655,0.0876,4.111,21.8662,0.5074,0.0314,0.0,0.0,0.0,1.446666667,77.53333333,24.75,2.188,101.048,0.9615,69.0768,-0.55,1.4865,7.0,0.0,25.025,0.0,0.0,44.176,26.0128,25.14075,24.85433333,26.10333333,27.40725,54.341,0.0,32.0,0.0,59.83333333,0.0,0.0,65535.0,65535.0,65535.0,65535.0,60042.5
657,0.0875,4.49975,22.1926,0.165,0.0002,0.0,0.0,0.0,0.952,255.3,21.9,2.256666667,101.1075,0.39025,85.96533333,-0.58,6.3782,7.0,0.0,22.24,0.0,0.0,44.176,26.188,25.17225,24.917,21.81,23.37266667,80.07025,0.0,32.0,0.0,60.0,0.0,0.0,65535.0,65535.0,65535.0,65535.0,59440.0
658,0.0876,4.0,22.288,0.075,0.0,0.0,0.0,0.0,0.535,135.2,20.7,2.17,101.1,0.279,88.84075,-0.516666667,10.0,7.0,0.0,21.05,0.0,0.0,44.17595,26.2035,25.188,24.969,20.22333333,21.302,85.19033333,0.0,32.0,0.0,59.8,1.8,0.0,65535.0,65535.0,65535.0,65535.0,59327.33333
660,0.0874,4.222333333,22.46025,0.031,0.0002,0.0,0.0,0.0,0.833333333,280.5,20.0,2.1175,101.082,0.227166667,90.209,-0.48,16.036,7.0,0.0,19.66,0.0,0.0,44.176,26.1754,25.2004,25.063,19.33,20.26066667,90.82925,0.0,32.0,0.0,59.33333333,3.75,0.0,65535.0,65535.0,65535.0,65535.0,58863.5
661,0.087666667,4.25,22.51466667,0.011,0.0,0.0,0.0,0.0,0.785,306.6,19.38,2.053333333,101.0475,0.185,91.73225,-0.575,21.4865,7.0,0.0,18.86,0.0,0.0,44.176,26.11466667,25.25,25.1095,18.56,19.149,91.634,0.0,32.0,0.0,60.25,8.0,0.0,65535.0,65535.0,65535.0,65535.0,58597.5
662,0.087,4.4,22.58616667,0.0725,0.0,0.0,0.0,0.0,1.295,240.72,18.525,1.995,101.055,0.1404,93.481,-0.5,25.6755,7.0,0.0,18.225,0.0,0.0,44.176,26.0378,25.25,25.125,17.71666667,18.48675,93.14775,0.0,32.0,0.0,60.6,9.8,0.75,65535.0,65535.0,65535.0,65535.0,58422.75
663,0.0872,4.333,22.64233333,0.041,0.0,0.0,0.0,0.0,0.944,285.175,18.25,1.941666667,101.072,0.1504,92.681,-0.5,28.0405,7.0,0.0,17.5,0.0,0.0,44.176,25.93783333,25.25,25.125,17.474,17.92425,94.988,0.0,32.0,0.0,61.0,12.66666667,0.0,65535.0,65535.0,65535.0,65535.0,57846.0
664,0.0875,4.333,22.686,0.00425,0.0,0.0,0.0,0.0,0.936666667,272.2,17.75,1.92,101.065,0.15425,93.14916667,-0.575,31.189,7.0,0.0,17.2,0.0,0.0,44.176,25.85433333,25.2878,25.125,16.986,17.33966667,94.88375,0.0,32.0,0.0,60.0,11.0,0.0,65535.0,65535.0,65535.0,65535.0,57712.8
666,0.087,4.333,22.766,121.88325,155.02525,103.4,0.0,0.0,1.9,272.95,18.475,1.966,101.0425,0.196,90.9874,-0.55,30.946,7.0,0.0,17.525,0.0,0.0,44.176,25.62516667,25.313,25.125,16.755,16.97325,97.15325,0.0,262.1666667,0.0,60.33333333,8.25,0.0,65535.0,65535.0,65535.0,65535.0,57091.33333
667,0.087,4.3334,22.759,411.7682,222.0536,224.5,0.0,0.0,2.193333333,253.7166667,21.1,2.046,101.0025,0.4696,82.0945,-0.525,9.946,7.0,0.0,20.86,0.0,0.0,44.176,25.5002,25.313,25.1095,18.11,19.012,92.9748,0.0,4892.0,0.0,60.0,0.4,0.0,65535.0,65535.0,65535.0,65535.0,57891.0
668,0.087,4.0,22.71283333,1026.925,458.12475,459.3333333,0.0,0.0,2.812,299.6666667,24.85,2.09,100.9766667,0.977333333,67.397,-0.625,1.261,7.0,0.0,22.75,0.0,0.0,44.176,25.3752,25.313,25.063,21.11,21.9745,80.1045,0.0,0.0,0.166666667,60.25,0.0,0.0,65535.0,65535.0,65535.0,65535.0,58595.66667
672,0.087,4.4165,22.06666667,1139.802667,525.27225,581.0,0.0,0.0,4.07,74.13333333,28.43333333,2.113333333,100.92,1.8528,52.824,-0.55,1.261,7.0,0.0,28.9,0.0,0.0,44.176,25.125,25.2815,24.896,28.546,30.1425,49.00566667,0.0,0.0,0.0,59.4,0.0,0.0,65535.0,65535.0,65535.0,65535.0,62273.0
674,0.087,4.66675,21.7566,802.8445,453.3435,464.0,0.0,0.5,4.905,74.475,30.36666667,1.778,100.844,2.506,41.0085,-0.625,1.1485,7.0,0.0335,31.85,0.0,0.0,44.176,25.20866667,25.2376,24.813,31.48,32.44666667,39.2242,0.0,0.0,0.0,59.5,0.0,0.0,65535.0,65535.0,65535.0,65535.0,64884.8
675,0.087,4.333,21.684,338.057,118.981,181.0,0.0,0.666666667,4.871666667,188.35,29.125,1.733333333,100.865,1.946,42.8618,-0.6,1.189,7.0,0.0,29.825,0.0,0.0,44.176,25.2815,25.188,24.813,33.362,32.54333333,34.6125,0.0,13648.25,0.0,59.8,0.0,0.0,65535.0,65535.0,65535.0,65535.0,64851.2
676,0.087,4.66675,21.8234,146.4066667,44.15933333,55.6,0.0,0.0,2.926666667,302.46,25.425,1.873333333,100.93,1.380333333,57.6512,-0.65,1.5672,7.0,0.0,26.93333333,0.0,0.0,44.176,25.375,25.188,24.75,28.175,30.35675,42.2592,0.0,5552.4,0.0,59.0,0.0,0.0,65535.0,65535.0,65535.0,65535.0,61073.25
